num_layers,layer_size,activation,train_loss,val_loss,test_loss,stop_epoch
6,1,tanh,565.7741987440321,671.1258163452148,561.145751953125,8808
5,1,relu,2596.244235568576,3038.4737548828125,2448.386474609375,1048
5,8,tanh,1.90401910410987,1.1079916507005692,1.3229714632034302,2021
1,1024,relu,0.902567893266678,1.1455126851797104,1.6191271543502808,802
9,8,tanh,2.397270182768504,1.5009061843156817,1.7375088930130005,1780
7,1,tanh,559.3312242296007,687.4431114196777,578.52294921875,7886
5,2048,relu,3.3474722041024103,2.0564545542001724,3.722651481628418,143
2,1024,relu,0.8620851122670703,1.2845177501440048,1.7277536392211914,491
9,4,relu,14.95021981663174,14.382312178611755,13.06233024597168,8556
6,32,relu,1.956347581413057,2.3624871969223022,3.553708553314209,463
7,2,tanh,43.26944669087728,38.58618116378784,45.788204193115234,5341
5,256,tanh,3.306953774558173,1.997025489807129,5.449878692626953,272
2,32,tanh,1.096697860293918,1.1886630728840828,1.5212249755859375,829
7,64,tanh,1.9811631706025865,1.244936004281044,2.4157276153564453,722
3,32,relu,1.446277724372016,1.7299764305353165,2.929967403411865,661
8,32,relu,1.5499073035187192,1.5260488763451576,2.300471067428589,520
7,512,tanh,1749.539747450087,1642.9006652832031,1585.2286376953125,3
5,2,relu,2565.680891248915,3038.4736328125,2448.496826171875,1041
2,32,relu,1.1689383288224535,1.6357611566781998,2.052126407623291,1144
6,128,tanh,4.0008496509657965,1.5567503422498703,8.577805519104004,406
4,2048,tanh,27.969531509611343,18.001916766166687,23.11568832397461,52
4,2048,relu,1.935572110944324,1.861461505293846,3.918173313140869,125
7,128,relu,1.5354885227150388,1.590475007891655,1.5495866537094116,196
6,256,relu,7.445061061117384,1.5919072777032852,6.889086246490479,92
7,512,relu,2.263197037908766,1.5634060204029083,2.8177313804626465,349
3,2048,relu,1.9731691943274603,1.8895111754536629,2.876957654953003,158
5,64,tanh,2.233385364214579,1.313491240143776,3.4745090007781982,532
6,8,relu,5.229051431020101,6.105190336704254,7.197819709777832,838
4,64,tanh,2.0519585145844355,1.2667068243026731,2.6970996856689453,530
9,128,tanh,1360.4491305881077,1573.2821807861328,1230.2906494140625,87
5,32,tanh,1.892136332061556,1.185216672718525,2.276405096054077,839
7,8,relu,2.363327980041504,2.658861890435219,3.859365940093994,1747
7,64,relu,11.975616097450256,1.549782171845436,12.314864158630373,295
6,16,tanh,3.042437473932902,1.2406169921159744,1.5344699621200562,1166
3,128,tanh,2.043983088599311,1.3521609753370285,2.419408798217773,363
4,16,relu,1.4730343619982402,2.094091221690178,2.210273504257202,1477
9,2,relu,2591.59856499566,3038.4737548828125,2448.282470703125,988
8,2,tanh,28.46018664042155,25.13796091079712,33.49938201904297,8238
9,4,tanh,3.333500590589312,1.6129593551158905,1.7384390830993652,3071
4,4,relu,41.7474545372857,45.298251152038574,62.26790618896485,996
3,32,tanh,1.28059235546324,1.206880584359169,1.7145112752914429,734
4,512,tanh,13.7838597562578,3.439838320016861,13.705277442932127,159
8,4,relu,2628.907199435764,3038.474365234375,2469.964111328125,63
2,16,tanh,1.058991293112437,1.1861718520522118,1.3981000185012815,1410
6,2048,relu,7.346917019950019,1.8945970311760905,54.8032112121582,162
1,16,tanh,1.380123688115014,1.2446512132883072,1.6467289924621582,3851
7,256,relu,2.533383501900567,1.4283436760306358,5.783811092376709,292
6,1024,relu,4.858019914891985,1.987475484609604,2.574115514755249,179
8,1,tanh,572.2134891086155,677.5091361999512,563.6280517578125,8928
2,512,relu,1.3063702202505536,1.2826503217220306,1.9182149171829224,295
3,1024,tanh,10.056963178846573,4.984310448169708,10.996479034423828,61
7,1024,relu,1.792497800456153,1.5967148467898369,3.967783212661743,169
1,2,tanh,75.74787330627441,75.50870704650879,72.05127716064453,6721
5,4,relu,8.719475719663832,10.756987988948822,9.302377700805664,9165
8,8,tanh,2.8643773131900363,1.2018537074327469,1.831443667411804,2106
6,16,relu,2.7494369943936667,3.061921775341034,3.990166425704956,788
9,2,tanh,27.210049947102863,24.016310691833496,21.483312606811523,5359
4,512,relu,16.41192701127794,1.7521274760365486,23.700580596923828,88
9,128,relu,1.7333312498198614,1.6248545050621033,2.392809629440308,211
5,8,relu,2.829617553287082,2.7525249868631363,2.9435513019561768,1349
7,1,relu,2584.0654568142363,3038.4737548828125,2448.34130859375,1078
3,2,relu,121.20913653903536,104.97156000137328,105.13214111328124,2802
4,1,relu,2561.564432779948,3038.473907470703,2463.888671875,186
2,2,tanh,46.84424548678928,44.27051377296448,48.2890625,6846
5,16,tanh,1.822198387649324,1.1237487345933914,2.452349901199341,1245
2,1,relu,456.36161465115015,556.229923248291,472.3536376953125,7312
3,2,tanh,43.180103619893394,37.11296248435974,41.58761596679688,6077
7,2048,relu,9.683241698477003,2.1580096185207367,8.562889099121094,150
5,2,tanh,41.38452763027615,40.33545351028442,45.04342651367188,5568
4,64,relu,1.24070176978906,1.7710119932889938,1.7467995882034302,287
1,128,tanh,1.0193967289394803,1.1419636383652687,1.2815245389938354,1551
9,1024,tanh,1524.3573235405815,1719.2571411132812,1383.2109375,90
5,4,tanh,2.157734592755636,1.3149479776620865,1.6125789880752563,3238
4,128,tanh,2.4206377731429205,1.4955984354019165,3.687793970108032,386
2,2048,relu,0.9625696788231533,1.4766961634159088,1.8873027563095093,317
5,1024,relu,7.125212523672316,2.3050686046481133,9.69248104095459,66
1,512,relu,0.7714613113138411,1.153352826833725,1.2761518955230713,1010
4,32,tanh,1.890827351146274,1.1081435978412628,3.335545301437378,917
9,16,tanh,2.701726367076238,1.6332544386386871,2.2397336959838867,1131
3,1024,relu,3.971184343099594,1.696256443858147,3.805629253387451,83
7,2,relu,2600.1079372829863,3038.473693847656,2448.545654296875,1018
6,4,relu,48.318076345655655,46.03488993644714,38.71200180053711,10582
3,4,tanh,2.784138169553545,1.8528379946947096,2.3570244312286377,4350
6,32,tanh,2.5935266779528723,1.1025132611393929,1.9341353178024288,919
4,1024,tanh,10.738563113742403,10.33148729801178,9.256404876708984,49
9,256,tanh,1889.841790093316,1685.551025390625,1949.9649658203125,37
7,1024,tanh,2660.879686143663,1750.8719940185547,2408.525634765625,80
4,256,tanh,6.007432954178916,1.8026677817106247,4.90138578414917,283
3,8,relu,2.0015297134717307,2.951426640152931,2.7714734077453613,2660
6,1,relu,2542.1507500542534,3038.4737243652344,2448.3212890625,1030
6,64,relu,1.4701802333196003,1.4670284986495972,1.9877214431762693,372
6,256,tanh,7.255782531367408,2.9711337089538574,8.39730167388916,312
3,512,relu,1.523523476388719,1.3367265835404396,2.1963002681732178,353
7,8,tanh,1.7431845963001251,1.1515406295657158,1.803379774093628,2147
5,512,relu,3.4558021359973483,1.6498321443796158,8.970956802368164,396
3,2048,tanh,12.857248995039198,8.677837252616882,14.773277282714844,41
9,512,relu,8.78679739104377,2.240814328193665,14.72469997406006,54
3,16,relu,1.855027967029148,2.4201165437698364,2.931811809539795,1126
4,2,relu,243.44412909613715,273.10059356689453,260.0565185546875,6172
4,256,relu,1.8868149254057145,1.4672381654381752,3.267123222351074,285
6,4,tanh,2.0506025618977017,1.2549038156867027,1.663933277130127,3484
6,2,relu,2580.2677951388887,3038.474609375,2470.046630859375,70
8,128,tanh,1358.822262234158,1535.1158142089844,1281.6865234375,112
6,512,relu,1.512078904443317,1.6291069760918615,2.871777057647705,236
1,8,tanh,1.6290903290112813,1.3324696645140648,1.7038867473602295,6782
8,128,relu,2.354103227456411,1.4487221613526344,8.695971488952637,226
1,4,tanh,58.742523405287,64.01985836029053,65.4885482788086,3774
3,64,relu,1.2134479416741266,1.3793383836746216,2.043417453765869,680
3,4,relu,7.550251099798414,9.350334703922272,8.586990356445312,1977
2,64,relu,0.9139583359162012,1.260574750602245,1.724048733711243,767
6,512,tanh,1731.7726236979167,1627.7040405273438,1442.2066650390625,7
9,1,relu,2588.91005452474,3038.4737243652344,2463.771728515625,192
8,1024,relu,3.057651049560971,2.126794919371605,2.6921236515045166,80
9,32,tanh,2.3587401310602822,1.4211390763521194,2.757054328918457,804
9,2048,tanh,1814.293029785156,1696.2280883789062,1505.323486328125,56
8,64,relu,3.473150591055552,1.5584997907280922,5.941267490386963,155
4,128,relu,1.6972451607386272,1.7186274528503418,2.218998908996582,184
2,1024,tanh,5.904746399985419,2.264011710882187,6.406500816345215,243
5,16,relu,1.6170383327537112,1.5477846264839172,2.4518463611602783,1109
2,128,tanh,1.0903939637872908,1.2812532261013985,1.4798372983932495,432
5,1,tanh,567.7145385742188,685.8882217407227,568.9100952148438,7969
9,16,relu,1.8102042343881397,1.698191374540329,2.3550567626953125,668
7,4,tanh,2.2796678675545587,1.5724867284297943,2.0554966926574707,3406
9,8,relu,4.334761261940002,3.9866459369659424,4.10613489151001,1139
1,2,relu,328.1359248691135,434.2730121612549,356.5978088378906,6860
2,4,relu,17.920704788631863,16.615153908729553,16.852712631225586,10898
6,8,tanh,1.8839338620503745,1.0887321904301643,1.2160383462905884,1933
8,256,tanh,3.223537173536089,8.224158644676208,12.230826377868652,310
6,2,tanh,33.65184688568115,27.994563102722168,54.83522415161133,6870
1,1024,tanh,1.077296707365248,1.1733695045113564,1.2734743356704712,978
6,128,relu,2.1641587615013123,1.677014946937561,3.2324094772338867,169
1,2048,relu,0.8234463731447855,1.1492995023727417,1.2690110206604004,719
9,2048,relu,2.129043112198512,2.156746864318848,2.5550782680511475,199
7,16,tanh,5.292589412795173,1.1586184948682785,6.121481418609619,1282
1,2048,tanh,1.305948618385527,1.245605282485485,1.3431315422058103,890
6,1024,tanh,36.75258043077257,24.917802333831787,43.3030891418457,746
3,64,tanh,1.1455789373980627,1.1663788110017776,1.585790991783142,587
2,256,relu,0.9739002287387848,1.2117319852113724,1.4827194213867188,586
2,512,tanh,1.5850374632411532,1.7934662699699402,3.1346774101257324,291
7,128,tanh,12.037930541568333,2.1192782819271088,9.546666145324709,336
2,1,tanh,520.8002115885416,633.2701835632324,530.333740234375,11808
7,2048,tanh,243.4492164187961,38.16892433166504,208.67855834960935,127
1,256,relu,0.8129062255223592,1.1442620307207108,1.260461449623108,1200
2,64,tanh,1.0200032790501912,1.1798149645328522,1.4367347955703735,715
3,16,tanh,1.284122344520357,1.142155259847641,1.4048904180526731,1146
5,128,relu,1.473211510313882,1.637797623872757,1.7734254598617554,233
8,256,relu,1.3627163867155712,1.4323860630393028,2.546414375305176,249
4,4,tanh,2.1130565206209817,1.6967779844999311,1.5201929807662964,3225
9,64,tanh,8.346876210636562,1.2754509896039965,15.894519805908203,668
9,64,relu,1.1862583657105763,1.491639457643032,2.60546875,501
1,512,tanh,0.9990839097234938,1.1427450999617577,1.2896476984024048,1145
5,512,tanh,18.541693131128948,6.5758984088897705,11.540989875793455,81
3,1,relu,2539.31979031033,3038.4743041992188,2463.06494140625,184
1,64,tanh,1.0738536616166432,1.157410442829132,1.487062692642212,2338
9,32,relu,3.326984895600213,1.665364310145378,8.541881561279297,323
5,64,relu,1.955049196879069,1.6665769144892693,1.6765729188919067,554
